Ubuntu,www.ubuntu.com/download,Images/ubuntu.png,Images/ubuntu_thumbnail.png
Fedora,fedoraproject.org/en/get-fedora,Images/fedora.jpg,Images/fedora_thumbnail.jpg
SUSE,software.opensuse.org,Images/suse.png,Images/suse_thumbnail.png
#Mandriva,www.mandriva.com/en/download/free,Images/mandriva.jpg,Images/mandriva_thumbnail.jpg
Mint,www.linuxmint.com/download.php,Images/mint.jpg,Images/mint_thumbnail.jpg
